Column,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79
11.0,N,AP,1600303.0,MACAPÁ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atendimento à Mulher (CRAM) Bem-Me-Quer - Macapá,Secretaria de Estado de Justiça e Segurança Pública (SEJUSPE),(96)3213-1050; (96)3212-8116,cram@cram.ap.gov.br,"Rua São José, nº 11 (Esquina com a Avenida FAB)",Centro,68900-000,Sandra Maria de Matos Cardoso,NÃO INFORMADO,"Segunda a sexta-feira, das 7h30min às 19h.",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-21T00:00:00Z,2008-07-22T00:00:00Z,2008.0,SIM,2.0,SIM,1.0,SIM,2.0,SIM,2.0,SIM,4.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,3.0,SIM,1.0,SIM,2.0,SIM,2.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SIM,SIM,SIM,A edificação necessita de reformas.,SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Rosemary Leitão - Coordenadora,PATRICIA DIAS,2014-06-02T00:00:00Z,
12.0,N,AP,1600303.0,MACAPÁ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atendimento à Mulher (CRAM) Izaura Pereira Góes da Silva - Macapá ,Coordenadoria Municipal de Políticas para as Mulheres,(96)8802-8388,karol_pariz@hotmail.com (interno),"Avenida Procópio Rola, nº 685 - Zona Sul",Novo Buritizal,68900-000,Anne Caroline Pariz Bittencourt,(96)9139-6230 ,"Segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-28T00:00:00Z,2012-06-18T00:00:00Z,2012.0,SIM,1.0,SIM,2.0,SIM,1.0,SIM,2.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,2.0,SIM,1.0,NÃO,0.0,SIM,O CRAM não dispõe de acesso à internet e 03 aparelhos estão guardados por falta de espaço.,NÃO,SIM,NÃO,SIM,SIM,SIM,"O CRAM continua no prédio da Coordenadoria de Mulheres, não há previsão quando terá o espaço próprio.",SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,O atendimento é feito no CAMUF da cidade,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Anne Caroline Pariz Bittencourt -Diretora,PATRICIA DIAS,2014-06-03T00:00:00Z,
13.0,N,AP,1600303.0,MACAPÁ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atendimento a Mulher (CRAM) Janice Azevedo Melo dos Santos Palmerim - Macapá ,Coordenaria Municipal da Mulher,(96)9119-0328,cramzonanorte@gmail.com,"Rua Roma, nº 2147 Referência : Próximo a Igreja Católica - Zona Norte",Renascer II ,68900-000,Maria Joaquina Lino do Espírito Santo,(96)9118-5234,"Segunda a sexta-feira, das 8h às 18h. Aos finais de semana e feriados poderá ter atendimento, entrar em contato no telefone ou ir até o local.",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-23T00:00:00Z,2012-06-18T00:00:00Z,2012.0,SIM,1.0,SIM,2.0,SIM,1.0,SIM,2.0,SIM,6.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,5.0,SIM,3.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM,"O espaço é muito bom, embora necessite de ampliações dentro do local para acomodar a brinquedoteca. A instituição já dispõe de alguns brinquedos.",SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Maria Joaquina Lino do Espírito Santo - Diretora,PATRICIA DIAS,2014-06-03T00:00:00Z,
14.0,N,AP,1600535.0,PORTO GRANDE,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher - Desperta Mulher - Porto Grande,Secretaria de Estado de Justiça e Segurança Pública (SEJUSPE),(96)9133-0863,lisboanilda@gmail.com,"Rua Joaquim Frazão de Araujo, s/nº 2º Andar Referência: em frente à Assembléia de Deus",Centro,68997-000,Hilda Moreira Viana,(96)9133-0863,"Segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-23T00:00:00Z,2013-07-20T00:00:00Z,2013.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,SIM,4.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,0.0,SIM,1.0,SIM,4.0,SIM,3.0,SIM,1.0,SIM,Não tem acesso à internet.,SIM,SIM,SIM,NÃO,SIM,SIM,"Não tem brinquedos para as crianças. O prédio não tem acessibilidade, quando é necessário o atendimento, é feito em na casa da mulher.",NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Hilda Moreira Viana - Coordenadora,PATRICIA DIAS,2014-06-03T00:00:00Z,
15.0,N,AP,1600600.0,SANTANA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Santana ,Secretaria Municipal de Ação Social e Cidadania,(96)9125-3432,raquel-58@outlook.com; ester_paula@hotmail.com,"Avenida Castro Alves, nº 2690 - Referência : Ao lado da Escola Municipal Padre Ângelo Biraghi",Paraíso,6.8925E7,Raquel Maciel da Silva,(96)9125-3432,"segunda a sexta-feira, das 7h30min às 12h e das 14h às 17h30min",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-21T00:00:00Z,2010-04-16T00:00:00Z,2010.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,2.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SIM,"Foi construído um amplo prédio há 3 anos para instalar o CAMUF (atendimento à família), mas nunca foi inaugurado e o serviço não funciona. Quando questionado de quando será a data de inauguração do serviço, foi dito extra- oficialmente, que para tal, o prédio passará por reformas.",NÃO,0.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,Não tem acesso à internet. O veículo (Kombi) estava totalmente deteriorado e a senhora Raquel arcou com os custos da reforma para poder tê-lo em funcionamento.,NÃO,SIM,NÃO,SIM,SIM,SIM,"O prédio apresenta muitas rachaduras em toda sua estrutura, as portas e janelas estão quebradas, o espaço é pequeno, pois no mesmo local funciona o posto de saúde da cidade, enfim, necessita urgentemente de reformas. O CRAM apresentou um projeto à Secretaria onde é visada a construção de um auditório, salão de eventos, brinquedoteca e reforma da edificação o projeto foi aprovado, porém, não há previsão de começar as obras. A Diretora informa que na gestão passada, o posto de saúde do município foi inserido no mesmo local do CRAM e que os usuários do referido posto causam constrangimento as mulheres que precisam de privacidade.",NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Raquel Maciel da Silva - Diretora,PATRICIA DIAS,2014-06-03T00:00:00Z,
16.0,N,AM,1302603.0,MANAUS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência Estadual de Apoio à Mulher (CREAM) - Manaus  ,Secretaria de Assistência Social, (92)3878-6963 ,cream@seas.am.gov.br ,"Avenida Presidente Kennedy, nº 399  ",Educandos ,69065-000 ,Simone de Souza Menezes ,(92)8215-7409 e (92)9297-4226,"de segunda a sexta-feira, das 8h às 19h. Sábado das 8h às 12h ",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-20T00:00:00Z,2008-10-01T00:00:00Z,2008.0,SIM,2.0,SIM,3.0,NÃO,0.0,SIM,1.0,SIM,4.0,SIM,Quando há necessidade o CREAM realiza encaminhamentos para a defensoria pública.,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,3.0,SIM,2.0,SIM,5.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Simone de Souza Menezes - Gerente do CREAM ,PATRICIA DIAS,2014-06-03T00:00:00Z,
17.0,N,AM,1302603.0,MANAUS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Serviço de Apoio Emergencial a Mulher (SAPEM) - Manaus   , Secretaria do Estado e Assistência Social e Cidadania,(92)3878-0252 (92)3878-0250  / FAX: (92)3878-0252      ,sapem@seas.am.gov.br ,"Avenida Mário Ipiranga Monteiro, nº 3395, Conjunto Eldorado -  Referência: Atrás da Delegacia da Mulher ",Parque 10 de Novembro,69050-030 ,Cristiane Saraiva de Oliveira,(92) 84045935,24h,CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-20T00:00:00Z,2007-09-24T00:00:00Z,2007.0,SIM,2.0,SIM,3.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,SIM,"Possui 5 monitoras, 1 motorista, 1 auxiliar de serviços gerais e 2 auxiliares administrativos. Devido à parceria com a Defensoria Pública (não há necessidade de advogado). ",SIM,SIM,SIM,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,3.0,SIM,1.0,SIM,6.0,SIM,2.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,2008.0,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Cristiane Saraiva de Oliveira  ,PATRICIA DIAS,2014-06-03T00:00:00Z,
18.0,NE,BA,2900108.0,ABAÍRA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher (CRM) Rosane Silva Rodrigues - Abaíra,Secretaria Municipal de Assistência Social.,(77)3476-2428         (77)9126-6324,crm.abaira@gmail.com  ,"Praça Francisco Pereira, nº 25",Centro,46690-000,Deolina de Oliveira Miranda Neta Sousa.,(77) 9126-6324,"Segunda à sexta-feira, das 8hs às 17hs.",CONFERIDO,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-20T00:00:00Z,2010-09-27T00:00:00Z,2010.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,Uma secretária e duas recepcionistas.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,3.0,NÃO,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Deolina de Oliveira Miranda Neta Sousa                        Coordenadora,Vanessa Gomes,2014-06-04T00:00:00Z,
19.0,NE,BA,2900702.0,ALAGOINHAS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) Maura Cardoso de Castro - Alagoinhas   ,Secretaria Municipal de Assistência Social,  (75)3422-4545       (75)9967-3459             (75)9934-2650,cram.alagoinhas@yahoo.com.br  ,"4ª Travessa Parque São Benedito, nº 17",Jardim Petrolar,48030-710,Thaiane Silva Ribeiro.,(75)9934 2650,"Segunda à sexta-feira, das 8hs às 17hs.",CONFERIDO,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-20T00:00:00Z,2012-04-11T00:00:00Z,2012.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,4.0,SIM,Uma auxiliar administrativa e duas estagiárias: uma administrativa e uma na área de assistência social.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,"Ao todo são quatro computadores, sendo um com acesso à internet.",SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,2007.0,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Thaiane Silva Ribeiro  Coordenadora,Vanessa Gomes,2014-06-04T00:00:00Z,
20.0,NE,BA,2905701.0,CAMAÇARI,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher (CRM) Yolanda Pires - Camaçari   ,Secretaria Municipal de Políticas para Mulheres.,(71)3627-2481      (71)36445765    ,crm.camacari@gmail.com  ,"Rua da Ambrósia, s/nº",Dois de Julho,42802-020,Cathilene Santos Vieira.,NÃO INFORMADO,"segunda a sexta-feira, das 8hs às 12hs e das 14hs às 17hs.",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-20T00:00:00Z,NÃO INFORMADO,2009.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,4.0,NÃO ,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,4.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Cathilene Santos Vieira Coordenadora,Vanessa Gomes,2014-06-04T00:00:00Z,
21.0,NE,BA,2906501.0,CANDEIAS,NIAM/NUAM Núcleos integrados de atendimento à mulher,NIAM/NUAM Núcleos integrados de atendimento à mulher,Núcleo de Apoio a Mulher (NAM) - Candeias   ,Secretaria de Desenvolvimento e Assistência Social.,(71)3601-3739/(71)3601-2376   ,namcandeias@hotmail.com /nucleodeapoioamulher@hotmail.com    ,"Rua 31 de março, nº 100",Santo Antônio,43800-000,Ivanice Maria Rodrigues Ribeiro,(71)9173-8909,"Segunda a sexta-feira, das 8hs às 16hs.",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-22T00:00:00Z,2002-03-08T00:00:00Z,2002.0,SIM,2.0,SIM,1.0,SIM,2.0,NÃO,0.0,SIM,1.0,NÃO ,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SIM,As menores de 18 anos em situação de violência são encaminhadas para o CREAS ou Conselho Tutelar.,SIM,1.0,NÃO,0.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Ivanice Maria Rodrigues Ribeiro Coordenador,Vanessa Gomes,2014-06-04T00:00:00Z,
22.0,NE,BA,2909802.0,CRUZ DAS ALMAS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Regional de Referência da Mulher - (CRRM) Maria Joaquina - Cruz das Almas   ,Secretaria Municipal de Políticas Especiais,(75)3621-6267   ,rilzasouto@bol.com.br,"Rua Desidério Brandão, nº 180",Centro,44380-000,Rilza Ribeiro Souto de Araújo,(75)8188-8359,"Segunda à sexta-feira, das 8hs às 17hs.",CONFERIDO,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-27T00:00:00Z,NÃO INFORMADO,2011.0,NÃO,0.0,SIM,2.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO ,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,2.0,SIM,4.0,SIM,2.0,SIM,1.0,SIM,Um data show. Tem quatro impressoras porém só duas funciona.,SIM,NÃO,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Rilza Ribeiro Souto de Araújo Coordenadora,Vanessa Gomes,2014-06-04T00:00:00Z,
23.0,NE,BA,2910800.0,FEIRA DE SANTANA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher (CRM) Maria Quitéria - Feira de Santana  ,Secretaria Municipal de Desenvolvimento Social.,"(75)3616-3433 
Fax: (75)3616-3433 ",crmariaquiteria@hotmail.com  ,"Rua Paris, nº 97",Santa Mônica,44050-130,Maria Luiza da Silva Coelho,(75) 9968 4321,"Segunda à sexta-feira, das 8hs às 17hs.",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-21T00:00:00Z,2010-10-25T00:00:00Z,2010.0,SIM,2.0,SIM,2.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,Uma agente de serviços gerais e duas agentes administrativas.,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SIM,Encaminha para o CREAS  independente do sexo. Quando a menor tem uma união estável é atendida no CRM.,SIM,6.0,SIM,2.0,SIM,5.0,SIM,2.0,SIM,2.0,SIM,"      Um data show, uma tela de projeção, duas máquinas fotográficas, uma máquina filmadora, cinco aparelhos de  ar condicionado, um freezer, uma geladeira, um fogão.  Foi feito uma parceria com um pólo de informática onde as mulheres realizam alguns cursos em torno da tecnologia. Como cursos de educação financeira, primeiro click, postura profissional .",NÃO,SIM,SIM,SIM,SIM,SIM,"      A edificação precisa de vários reparos e adaptações, sendo necessário para o andar superior a acessibilidade para pessoas com deficiência, pois consta a acessibilidade somente no térreo. Secretária de desenvolvimento social conseguiram aparelhagem(brinquedoteca) para crianças que foram fornecidas pelo o estado.",SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Maria Luiza da Silva Coelho  Coordenadora,Vanessa Gomes,2014-06-04T00:00:00Z,
24.0,NE,BA,2914604.0,IRECÊ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,"Centro de Referência da Mulher (CRM)
 Ana Joaquina de Castro Dourado - Irecê   
",Secretaria de Desenvolvimento Social e Promoção da Igualdade.,      (74)3641-2766               Fax:(74)3641-4765,crm@holistica.com.br  ,"Rua São Camilo, nº 29",Coopirecê,44900-000,Lucimeire Sena Santos Silva,(74)9999-5332        (74)9196-9378,"Segunda à sexta-feira, das 8hs às 12hs e das 14hs às 17hs.",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-21T00:00:00Z,2010-12-22T00:00:00Z,2010.0,SIM,1.0,NÃO,0.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO ,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SIM,"Encaminham as menores de 18 anos, em situação de violência, para o CREAS.",SIM,4.0,SIM,2.0,SIM,3.0,SIM,1.0,SIM,1.0,SIM,"Um data show, um DVD e uma máquina digital.",NÃO,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Lucimeire Sena Santos Silva. Coordenadora,Vanessa Gomes,2014-06-04T00:00:00Z,
25.0,NE,BA,2916401.0,ITAPETINGA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher (CRM) Médio Sudoeste da Bahia - Itapetinga,Secretaria Municipal de Desenvolvimento e Ação,(77)3261-1951          (77)8815-6731  ,crmulhert8@hotmail.com  ,"Rua Góes Calmon, nº 57",Centro,45700-000,Selma Rodrigues Silva.,(77)8815-6731,"Segunda à sexta-feira, das 8hs às 12hs e das 14hs às 17hs.",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-20T00:00:00Z,2010-12-10T00:00:00Z,2010.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,"Um motorista, uma secretária e uma agente de serviços gerais.",SIM,SIM,SIM,NÃO,NÃO,NÃO,SIM,"Atendem as menores de 18 anos somente se forem casadas, e as menores de 18 anos que não são casadas, são encaminhadas para o CREAS.",SIM,1.0,SIM,1.0,SIM,3.0,SIM,2.0,SIM,2.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Nara Cleide Barreto Cardoso
Pedagoga",Vanessa Gomes,2014-06-04T00:00:00Z,
26.0,NE,BA,2918001.0,JEQUIÉ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Regional de Referência à Mulher  - (CRRM) - Jequié   ,Secretaria Municipal de Desenvolvimento Social.,(73)3525-4083   ,crrm.medioriodecontas@hotmail.com  ,"Rua Lídio Montal, nº 234 - Loteamento Novo Horizonte ",Campo América   ,45200-000,Poliane de Mattos Souza Bulhões.,(73)8823-2078,"Segunda à sexta-feira, das 8hs às 12hs e das 14hs às 18hs.",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-23T00:00:00Z,2011-06-08T00:00:00Z,2011.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO ,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SIM,Encaminha para o CREAS as menores do sexo feminino. ,SIM,5.0,SIM,2.0,SIM,4.0,SIM,4.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Sandra Aparecida Lago Franco   Assistente Social,Vanessa Gomes,2014-06-04T00:00:00Z,
27.0,NE,BA,2918407.0,JUAZEIRO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Integrado de Atendimento à Mulher (CIAM) - Juazeiro  ,Secretaria de Desenvolvimento de Igualdade Social,"(74)3614-2028         (74)8829-8373
Fax: (74)3614-2028 ",ciamjuazeiroba@gmail.com  ,"Avenida Luiz Inácio Lula da Silva, s/nº",Centenário,48904-000,Luana. (gerência de diversidade).,NÃO INFORMADO,"Segunda à sexta-feira, das 8hs às 18hs.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,MAIO,2014-05-21T00:00:00Z,NÃO INFORMADO,2004.0,SIM,1.0,SIM,2.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,Duas recepcionistas e duas agentes de serviços gerais.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO,SIM,2.0,NÃO,0.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Vatuze de França Carvalho  Psicóloga,Vanessa Gomes,2014-06-04T00:00:00Z,
