Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42
67.0,NE,PI,2207702.0,PARNAÍBA,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher, Núcleo de Defesa da Mulher em Situação de Violência – Parnaíba ,(86)3322-1532  ,gervasiopimentel@defensoria.pi.gov.br ,"Avenida Presidente Getúlio Vargas, nº 299 - Referência: Espaço da Cidadania ",Centro,64200-200,Gervásio Pimentel Fernandes ,NÃO INFORMADO,De segunda a sexta das 08h às 13h.,ALTERADO - DADOS,AGOSTO,2014-08-04T00:00:00Z,NÃO INFORMADO,2011.0,"Assessoria jurídica na área criminal (Lei Maria da Penha, Crimes e infrações penais),
Assessoria jurídica na área civil: divisão de bens, medidas protetivas, etc. 
Assessoria jurídica na área de família: guarda de filhos, pensão alimentícia, etc.
Encaminha mulheres para outros serviços: casa abrigo, CEAM, etc.

",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Renata Araújo e Silva.
Assessora Jurídica.
",Maria Mônica,2014-08-07T00:00:00Z,
68.0,NE,PI,2211001.0,TERESINA,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa da Mulher em Situação de Violência - Teresina ,      (86)3233-8504               Fax:(86)3233-8504 ,nucleomulherpiaui@defensoria.pi.gov.br ,"Rua Nogueira Tapety, nº 138 ",Dos Noivos  ,64046-020 ,Lia do Carmo Medeiros Ivo. ,NÃO INFORMADO,"De segunda a sexta-feira, das 7h30min às 13h30min",ALTERADO - DADOS,AGOSTO,2014-08-04T00:00:00Z,2004-08-09T00:00:00Z,2004.0,"Orientação psicológica 
Assessoria jurídica na área criminal (Lei Maria da Penha, Crimes e infrações penais),
Assessoria jurídica na área civil: divisão de bens, medidas protetivas, etc. 
Assessoria jurídica na área de família: guarda de filhos, pensão alimentícia, etc.
Encaminha mulheres para outros serviços: casa abrigo, CEAM, etc.
",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Marta Lorena Monteiro Ramos.
Assessora Jurídica.
",Maria Mônica,2014-08-07T00:00:00Z,
69.0,NE,PI,2211001.0,TERESINA,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Núcleos das Promotorias de Justiça de Defesa da Mulher Vítima de Violência Doméstica e Familiar (NUPEVID) - Teresina, (86)3221-1902  ,nupevid@mp.pi.gov.br ,"Rua Gabriel Ferreira, nº 155  ",Centro ,64001-250 ,Francisco de Jesus Lima/Maria do Amparo ,(86)9921-5955 ,"De segunda a sexta-feira, das 7h30min às 14h",ALTERADO - DADOS,AGOSTO,2014-08-06T00:00:00Z,2012-07-27T00:00:00Z,2012.0,Repressão e prevenção a Violência Doméstica e Familiar contra Mulher,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,SIM,Encaminhamento para tratamento ao dependente em álcool e outras drogas para os serviços de saúde. ,LEVANTAMENTO REALIZADO COM SUCESSO,"

Francisco de Jesus Lima.
Promotor.



",Maria Mônica,2014-08-07T00:00:00Z,
70.0,SE,RJ,3304557.0,RIO DE JANEIRO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,1ª Promotoria de Justiça Junto ao I Juizado de Violência Doméstica e Familiar contra a Mulher - Rio de Janeiro   ,     (21)2224-5225           Fax:(21)2224-5225,cao.vd@mp.rj.gov.br  ,"Avenida Erasmo Braga, nº 115, sala 1205 - Dentro do fórum",Centro,23052-220,Vagner Sambugaro,NÃO INFORMADO,"Segunda a sexta-feira, das 11h às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-28T00:00:00Z,NÃO INFORMADO,2007.0,"Assessoria na área criminal; encaminhamento para serviços. Encaminham a cidadã para a equipe técnica do 1º juizado (mesmo prédio), onde lá fazem o atendimento e encaminhamento necessários. Oferece denúncia contra agressores; apuração de denúncias sobre descumprimento de medidas protetivas. Denúncia contra agressores somente em caso de flagrante. A apuração de denúncias contra serviços é encaminhada para a central de inquéritos, responsável pela demanda.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,Há salas de atendimento ou horários separada(os) para a vítima e agressor.,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,SIM,"Os agressores são atendidos pela equipe técnica, que tem o grupo reflexivo para homens autores de violência doméstica.",LEVANTAMENTO REALIZADO COM SUCESSO,"Senhora Caroline informou que são duas promotorias com equipes diferentes, situadas no mesmo local. Como as atividades realizadas são as mesmas, respondeu ao questionário para os dois serviços. A diferenciação é feita pelo número dos processos, do qual a 1ª promotoria recebe processos de número pares e a segunda, números ímpares. Desmembrei as promotorias no SIAM, script e planilha. Caroline Tratti/Assessora jurídica.",STELLA,2014-08-07T00:00:00Z,
71.0,SE,RJ,3304557.0,RIO DE JANEIRO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,2ª Promotoria de Justiça junto ao I Juizado de Violência Doméstica e Familiar contra a Mulher - Rio de Janeiro,     (21)2224-5225           Fax:(21)2224-5225,cao.vd@mp.rj.gov.br  ,"Avenida Erasmo Braga, nº 115, sala 1205 - Dentro do fórum",Centro,23052-220,Lúcia Bastos,NÃO INFORMADO,"Segunda a sexta-feira, das 11h às 18h.",INSERIDO,AGOSTO,2014-07-28T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria na área criminal; encaminhamento para serviços. Encaminham a cidadã para a equipe técnica do 1º juizado (mesmo prédio), onde lá fazem o atendimento e encaminhamento necessários. Oferece denúncia contra agressores; apuração de denúncias sobre descumprimento de medidas protetivas. Denúncia contra agressores somente em caso de flagrante. A apuração de denúncias contra serviços é encaminhada para a central de inquéritos, responsável pela demanda.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,Há salas de atendimento ou horários separada(os) para a vítima e agressor.,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,SIM,"Os agressores são atendidos pela equipe técnica, que tem o grupo reflexivo para homens autores de violência doméstica.",LEVANTAMENTO REALIZADO COM SUCESSO,"SERVIÇO NOVO - Senhora Caroline informou que são duas promotorias com equipes diferentes, situadas no mesmo local. Como as atividades realizadas são as mesmas, respondeu ao questionário para os dois serviços. A diferenciação é feita pelo número dos processos, do qual a 1ª promotoria recebe processos de número pares e a segunda, números ímpares. Desmembrei as promotorias no SIAM, script e planilha. Caroline Tratti/Assessora jurídica.",STELLA,2014-09-01T00:00:00Z,
72.0,SE,RJ,3304557.0,RIO DE JANEIRO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,"Promotoria de Justiça junto ao II Juizado de Violência Doméstica e Familiar contra a Mulher – 
Rio de Janeiro",(21)2418-5800                 Fax:(21)2418-5800,NÃO INFORMADO,"Rua Manaí, n° 62 - casa 02",Campo Grande,23052-220  ,Daniela Caravana ,NÃO INFORMADO,"Segunda a sexta-feira, das 10h às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-30T00:00:00Z,NÃO INFORMADO,2007.0,A assistência é feita pela Defensoria Pública. Oferece denúncia contra agressores; apuração de denúncias sobre descumprimento de medidas protetivas e serviços.,SIM,SIM,SIM,"Todos os cidadãos que procuram a promotoria são atendidos. Verificam se é pertinente às demandas da promotoria e assim, encaminham para o promotor. Caso contrário, são encaminhados para o órgão competente. ",NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,Todos os encaminhamentos são feitos por requerimento. Outros órgãos são responsáveis por essa atividade.,NÃO SE APLICA,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Jarbas Rodrigues de Sousa/Jarbas Rodrigues de Sousa,STELLA,2014-08-07T00:00:00Z,
73.0,SE,RJ,3304557.0,RIO DE JANEIRO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Promotoria de Justiça Junto ao III Juizado da Violência Doméstica e Familiar Contra a Mulher - Rio de Janeiro   ,     (21)3412-6546           Fax:(21)3342-8405,mesquita@mprj.mp.br  ,"Estrada dos Bandeirantes, nº 363 - 2º andar",Taquara,22710-570,José Luis Acataussú Bittencourt      ,NÃO INFORMADO,"Segunda a sexta-feira, das 11 às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-28T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,Oferece denúncia contra agressores; apuração de denúncias sobre descumprimento de medidas protetivas e serviços.,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,Outro setor que faz os encaminhamentos.,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Marcos Antônio Mesquita/Secretário,STELLA,2014-08-07T00:00:00Z,
74.0,SE,RJ,3303500.0,NOVA IGUAÇU,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Promotoria de Justiça junto ao Juizado da Violência Doméstica e Familiar contra a Mulher - Nova Iguaçu   ,      (21)2668-6593           Fax:(21)2668-3395,sbernardi@mprj.mp.br  ,"Rua Doutor Mário Guimarães, nº 1050",Bairro da Luz,26255-230,Karina Rachel Tavares Santos,NÃO INFORMADO,"Segunda a sexta-feira, das 10h às 18h.",CONFERIDO,AGOSTO,2014-07-29T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria na área criminal, civil e de família; encaminhamento para serviços. Encaminha as cidadãs para a equipe multidisciplinar e Tribunal de Justiça. Oferece denúncia contra agressores (somente flagrante); apuração de denúncias sobre descumprimento de medidas protetivas e serviços.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Fabiano Bernarde/Secretário,STELLA,2014-08-07T00:00:00Z,
75.0,SE,RJ,3301702.0,DUQUE DE CAXIAS,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Promotoria de Justiça junto ao Juizado da Violência Doméstica e Familiar Contra a Mulher - Duque de Caxias   ,(21)3652-5555  (21)3774-5878   Fax:(21)3652-5555  ,rampazzo@mp.rj.gov.br  ,"Rua General Dionísio, Quadra 115",Jardim 25 de Agosto,25075-095,Cesar Rampazzo,NÃO INFORMADO,"Segunda a sexta-feira, das 10h às 18h.",CONFERIDO,AGOSTO,2014-07-29T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Orientação psicológica; assessoria na área criminal; encaminhamento para serviços (também equipe técnica). Apuração de denúncias sobre descumprimento de medidas protetivas e serviços. A denúncia contra agressores é feita apenas em casos de flagrante, demais situações são encaminhadas pela promotoria da 3ª central de inquéritos. Fazem visitas de fiscalização aos serviços da rede.",SIM,NÃO,SIM,"Quando os agressores procuram a promotoria, são orientados a procurar a defensoria pública.",SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Uina Pimentel/Técnica administrativa,STELLA,2014-08-07T00:00:00Z,
76.0,SE,RJ,3304557.0,RIO DE JANEIRO,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa dos Direitos da Mulher (NUDEM) - Rio de Janeiro   ,     (21)2332-6371; (21)2332-6370,nudem@dpge.rj.gov.br  ,"Rua do Ouvidor, nº 90, 4º andar",Centro,20040-030,Clara Rafaela Prazeres,NÃO INFORMADO,"Segunda a sexta-feira, das 09h às 17h.",ALTERADO - DADOS,AGOSTO,2014-07-28T00:00:00Z,NÃO INFORMADO,1997.0,"Orientação psicológica; assessoria na área criminal, civil e de família; encaminhamento para serviços.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,"No caso de abrigamento, as cidadãs são encaminhadas para o plantão judicial ou para o centro de atendimento à mulher.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Moema Bastos/Assistente,STELLA,2014-08-07T00:00:00Z,
77.0,SE,RJ,3303302.0,NITERÓI,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Promotoria de Justiça junto ao Juizado da Violência Doméstica e Familiar Contra a Mulher - Niterói ,(21)2717-2167; (21)2620-6744; Fax:   (21)2717-2167  , crai.niteroi@mp.rj.gov.br;   pborges@mp.rj.gov.br ,"Rua Coronel Gomes Machado s/nº, 1º andar - Referência: Fórum ",Centro ,24020-206 ,Paula Campello Costa Borges Sulchy ,(21)2620-6744 – (21) 271-72167,"De segunda a sexta-feira, das 11h às 18h.",NÃO ATUALIZADO ,AGOSTO,2014-08-01T00:00:00Z,NÃO INFORMADO,2011.0,NÃO INFORMADO,NÃO,NÃO,NÃO,AGUARDANDO E-MAIL,NÃO INFORMADO,NÃO,AGUARDANDO E-MAIL,NÃO,NÃO,NÃO,AGUARDANDO E-MAIL,NÃO SE APLICA,NÃO,NÃO,AGUARDANDO E-MAIL,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,Senhora Aline Botelho informou que o questionário é para ser enviado por e-mail. Mensagem enviada dia 01/08/2014.,STELLA,2014-08-07T00:00:00Z,
78.0,NE,RN,2402006.0,CAICÓ,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo Especializado de Proteção à Mulher Vítima de Violência Doméstica e Familiar (NUDEM) - Caicó ,(84)3421-4881 ,dpcaico@rn.gov.br ,"Avenida Coronel Martiniano, nº 1013 - Referência : Prédio da Defensoria Pública ",Centro,59300-000 ,Defensor Público Rodrigo Gomes da Costa Lira ,NÃO INFORMADO,"de segunda a sexta-feira, das 8h às 14h. ",CONFERIDO,AGOSTO,2014-07-28T00:00:00Z,2013-07-01T00:00:00Z,2013.0,NÃO INFORMADO,SIM,NÃO,NÃO,"Estão sem psicológa atualmente, caso seja necessário encaminham a cidadã para o CRAS ou CREAS para atendimento psicológico.  Encaminham para CRAS E CREAS, pois na cidade não tem casa abrigo e nem CEAM. ",NÃO,NÃO,SEM ESPECIFICAÇÃO ,NÃO,SIM,SIM,Informa que em Caico/RN  não tem Casa Abrigo e que é necessário que seja inaugurada uma casa abrigo o mais rápido possivel na cidade para que a cidadã possa se reintegrar e ressocializar-se na vida social .   Não tem Casa Abrigo e nem CEAM. ,NÃO,NÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,Karla Michelly Dantas dos Santos -Assistente Social - Dia 25/07/2014  ,LÍGIA SILVA,2014-08-07T00:00:00Z,
79.0,NE,RN,2403251.0,PARNAMIRIM,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo Especializado de Proteção à Mulher Vitima de Violência Doméstica e Familiar (NUDEM) - Parnamirim ,(84)3645-1879    ,nudemdpe.parnamirim@gmail.com ,"Rua Capitão Martinho Machado, nº 157 ",Centro,59140-300,Diziane de Fátima Araújo da Costa,(84)96210007,Atendimento: de segunda a sexta-feira das 8h às 13h.,CONFERIDO,AGOSTO,2014-07-28T00:00:00Z,NÃO INFORMADO,2012.0,"Apoio social, jurídico e psicologico.  ",SIM,NÃO,NÃO,Somente quando é caso de revogação encaminham o agressor para o CREAS. ,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,"O CREAS que encaminha para a Casa Abrigo, pois o CREAS também dá todo suporte para a familia da cidadã agredida. Não tem CEAM na cidade. ",NÃO,NÃO,NÃO SE APLICA,AS MEDIDAS PROTETIVAS DEVE SER SOLICITADA NA DELEGACIA. COMPLEMENTO DA RESPOSTA 6.1 - Somente quando é caso de revogação encaminham o agressor para o CREAS.  ,LEVANTAMENTO REALIZADO COM SUCESSO,Luiza  D’Marillac  Alves de Araujo - Assistente Social - dia 25/07/2014,LÍGIA SILVA,2014-08-07T00:00:00Z,
80.0,S,RS,4314902.0,PORTO ALEGRE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Núcleo de Combate a Violência Doméstica (NUCLEVID) - Porto Alegre,(51)3295-1167; (51)3295-1100 fax (51)3295-1182,caocrim@mp.rs.gov.br,"Avenida Aureliano de Figueiredo Pinto, Nº 80 - 10º Andar - Torre Norte",Praia de Belas,90050-190,Promotor João Pedro de Freitas Xavier ,NÃO INFORMADO,"de segunda a sexta-feira, das 8h30min às 11h30min e das 13h30min às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-01T00:00:00Z,NÃO INFORMADO,2009.0,Atuam como órgão de orientação e fiscalização das Promotorias. NÃO FAZEM ATENDIMENTO AO PÚBLICO.  ,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Josie Kaise de Sousa - Assessora do NUCLEVID - DIA 30/07/2014  ,LÍGIA SILVA,2014-08-07T00:00:00Z,
81.0,S,RS,4302105.0,BENTO GONÇALVES,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Atendimento Especializado à Mulher - Bento Gonçalves ,(54)3453-6989,marni-zat@defensoria.rs.gov.br,"Rua Góis Monteiro, n° 394, esquina com Borges do Canto",São Francisco,95700-000,Marni Maria Zat,NÃO INFORMADO,"de segunda a quinta-feira, das 8h30min às 12h. ",ALTERADO - DADOS,AGOSTO,2014-08-01T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SEM ESPECIFICAÇÃO,SIM,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Marní Maria Zat - Defensora Pública - dia 31/07/2014 (Obs.: resposta recebida por e-mail dia 31/07/2014),LÍGIA SILVA,2014-08-07T00:00:00Z,
82.0,S,RS,4314902.0,PORTO ALEGRE,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Família e de Defesa da Mulher Vítima de Violência - Porto Alegre ,(51)3211-2233 (51)3225-0777 (51)3210-9392 ,nudem@defensoria.rs.gov.br,"Rua Sete de Setembro, n° 666 - Térreo - 7º Andar",Centro,90010-190,Dra Lisia Mostardeiro Velasco Tabajara  ,NÃO INFORMADO,"de segunda a sexta-feira, das 8h às 12h e das 13h30min às 18h.",NÃO ATUALIZADO ,AGOSTO,2014-07-30T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL ,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL ,NÃO INFORMADO,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL ,NÃO INFORMADO,NÃO,NÃO,AGUARDANDO E-MAIL ,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,"Contato mantido com Sra Fernanda (5103225-5947 dia 25/09/2014 informou que encaminhará o e-mail ainda hoje assim que conversar com a Dra Lísia.  

Contato mantido com Sra Fernanda (51)3225-5947 dia 30/07/2014 informou que recebeu o e-mail e assim que a Dra Lisia responder encaminhará o e-mail. ",LÍGIA SILVA,2014-09-29T00:00:00Z,
83.0,N,RO,1100205.0,PORTO VELHO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,14ª Promotoria - Porto Velho,(69)32163996 (69)32163700,marsaro@mpro.mp.br,"Rua Jamari, nº 1555",Olaria,7.6801917E7,Rosângela Marsaro Protti,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 12h e das 14h às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-24T00:00:00Z,NÃO INFORMADO,2009.0,"Encaminha mulheres para outros serviços como casa abrigo, CEAM, etc.Oferece denúncia contra agressores
,apura denúncias sobre descumprimento de medidas protetivas e denúncias sobre serviços.
",SIM,NÃO,NÃO,sEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,SIM,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Greyce Kelly de Souza Gomes Diogo 
Assistente de promotoria 
",Vanessa Gomes,2014-08-07T00:00:00Z,
84.0,N,RO,1100205.0,PORTO VELHO,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo Especializado de Defesa da Mulher Maria da Penha - Porto Velho,"(69)32167289; (69)32165051 
Fax:(69)32165053",gab.dpro@gmail.com,"Rua Padre Chiquinho, nº 913",Pedrinha,7.6801096E7,Luisiana Teles Feitosa Anacleto,NÃO INFORMADO,"Segunda a sexta-feira, das 7h30min às 13h30min. ",ALTERADO - DADOS,AGOSTO,2014-07-29T00:00:00Z,NÃO INFORMADO,2009.0,"Orientação psicológica, assessoria jurídica na área criminal, civil e familiar, encaminha mulheres para outros serviços como casa abrigo, CEAM, etc e acompanha a ofendida em audiência.",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Marcela Silva Chiedo
Psicóloga 
",Vanessa Gomes,2014-08-07T00:00:00Z,
85.0,N,RR,1400100.0,BOA VISTA,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defensoria Atuante do Juizado Especializado de violência Doméstica e familiar contra a mulher – Boa Vista ,(95)3224-0818,jexaud2009@hotmail.com ,"Rua TP 02, nº 30",Caçari,69307-625,Jeane Magalhães Xaud,NÃO INFORMADO,"segunda a sexta-feira, das 8h às 14h.",CONFERIDO,AGOSTO,2014-08-05T00:00:00Z,NÃO INFORMADO,2010.0," Assessoria jurídica na área criminal,
civil e famíliar, encaminha mulheres para outros serviços como casa abrigo, CEAM, etc.E acompanha a ofendida em audiência.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Raquel Porfirio de Almeida 
Chefe de Gabinete 
",Vanessa Gomes,2014-08-07T00:00:00Z,
86.0,SE,SP,3550308.0,SÃO PAULO,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Defensoria Pública da Vítima na Vara da Violência Doméstica - São Paulo,(11)3392-6910,NÃO INFORMADO,"Avenida Abraão Ribeiro, nº 313, 1º Andar, Rua 6, Sala 1572   
Referência: Fórum Criminal Ministro Mário Guimarães",Barra Funda,01133-020,Mariana Bianco,NÃO INFORMADO,"Segunda a quinta-feira, das 13h às 18h. Sexta-feira, das 13h às 14h.",ALTERADO - DADOS,AGOSTO,2014-07-28T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria jurídica na área criminal, civil e de família; encaminhamentos para serviços (também equipe multidisciplinar); acompanhamento em audiências.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,Sala de espera separada.,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Mariana Bianco/Defensora Pública,STELLA,2014-08-07T00:00:00Z,
87.0,SE,SP,3550308.0,SÃO PAULO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Leste 2 - Vila Carolina/São Paulo   ,(11)2054-1013,GEVIDSMiguelPaulista@mp.sp.gov.br,"Avenida Afonso Lopes de Baião, nº 1736, 1º Andar, Sala 107 - Referência: Fórum São Miguel Paulista ",Vila Carolina,08040-000,Fabíola Sucasa Covas/Renata Gonçalves de Oliveira,NÃO INFORMADO,"Segunda a sexta-feira, das 13h às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-30T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria jurídica na área criminal, civil e de família; encaminhamentos para serviços; Oferece denúncia contra agressores e descumprimento de medidas protetivas. Ofertam o atendimento necessário, caso necessite.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Ana Silva/Auxiliar de promotoria,STELLA,2014-08-07T00:00:00Z,
