Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78
61.0,NE,PE,2603454.0,CAMARAGIBE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher, Vara de Violência Doméstica e Familiar Contra a Mulher - Camaragibe,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(81)3458-9784 / (81)3181-9273 Fax: (81)3458-2625    ,vmulher.camaragibe@tjpe.jus.br  ,"Avenida Doutor Belminio Correia, nº 144",Centro,47590-000,Roberta Vasconcelos Franca e Rafael Nogueira, (81)3231-1493,ALTERADO - DADOS,AGOSTO,2014-07-18T00:00:00Z,2013-03-08T00:00:00Z,2013.0,"de segunda a sexta-feira, das 9h às 18h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO, SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO  SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, RONALDO ALVES DA MOTA / CHEFE DE CARTÓRIO.,GERSILENE,2014-07-21T00:00:00Z,,,,,,,,,,,,,,,,,,,
62.0,NE,PE,2609600.0,OLINDA,Varas Adaptadas de Violência Doméstica e Familiar,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara de Violência Doméstica e Familiar Contra a Mulher - Olinda    ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher, (81)3494-3547 / (81)3494-3013 Fax: (81)3494-3547    ,vmulher.olinda@tjpe.jus.br  ,"Avenida Carlos de Lima Cavalcante, 
nº 1197",Casa Caiada,53130-545,Rubia Celeste Cabral Pereira Tavares de Melo,"(81)3494-3547 
Ramal 26",ALTERADO - TIPO,AGOSTO,2014-07-18T00:00:00Z,2012-11-20T00:00:00Z,2012.0,"de segunda a sexta-feira, das 9h às 18h.",SIM,PRÓPRIOS,NÃO, SEM ESPECIFICAÇÃO,NÃO,SIM,NA VARA TAMBÉM TRAMITAM PROCESSOS NO ÂMBITO DE CRIMES CONTRA CRIANÇAS E ADOLESCENTE E CRIMES NO ÂMBITO DA LEI 9.099/1995.MAS NO CASO DE CRIANÇA E ADOLESCENTES SE FOREM CASOS DE VIOLE^NCIA DOMÉSTICA E FAMILIAR.,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO SE APLICA,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM, SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO  SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO," EDNA KALINA MOURA SANTOS / CHEFE DE SECRETARIA.
",GERSILENE,2014-07-21T00:00:00Z,,,,,,,,,,,,,,,,,,,
63.0,NE,PE,2611606.0,RECIFE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,2ª Vara de Violência Doméstica e Familiar Contra à Mulher - Recife,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(81)3181-9452 ,vmulher02.recife@tjpe.jus.br,"Rua Dom Manoel Pereira, nº 170",Santo Amaro,5.005014E7,Marylusia Pereira Feitosa Dias de Araújo,(81) 3181.9452,ALTERADO - DADOS,SETEMBRO,2014-09-30T00:00:00Z,2010-10-25T00:00:00Z,2010.0,"De segunda a sexta-feira, das 13h às 19h. ",SIM,PRÓPRIOS,SIM,NA VARA HÁ 4 PSICÓLOGOS E 4 ASSISTENTES.,NÃO,SIM,NO ÂMBITO DE CRIMES DE VIOLÊNCIA SEXUAL CONTRA A MULHER.,SIM,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,NÃO,SIM,está em andamento para encaminharem para o CEAPA.,NÃO SE APLICA,NÃO SE APLICA,NÃO  SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"

 DANIELLE GONÇALVES DE BARROS VASCONCELOS SOARES - ANALISTA JUDICIÁRIO/ CHEFE DE CARTÓRIO.",GERSILENE,2014-09-30T00:00:00Z,,,,,,,,,,,,,,,,,,,
64.0,NE,PE,2607901.0,JABOATÃO DOS GUARARAPES,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara de Violência Doméstica e Familiar Contra a Mulher - Jaboatão dos Guararapes   ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(81)3361-4660 (81)3362-2871   ,vmulher.jaboatao@tjpe.jus.br  ,"Rua Rosângela Carneiro da Cunha Wanderlei, nº 173 ",Piedade,54420-180,Andréa Rose Borges Cartaxo ,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-18T00:00:00Z,2012-12-19T00:00:00Z,2012.0,"Segunda a sexta-feira, das 13h às 19h",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NA VARA TAMBÉM TRAMITAM PROCESSOS NO ÂMBITO DE CRIMES CONTRA CRIANÇA E ADOLESCENTE.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,  SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO  SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO," FREDERICO JOSE GOMES FIGUEIREDO/ CHEFE DA SECRETARIA.
",GERSILENE,2014-07-21T00:00:00Z,,,,,,,,,,,,,,,,,,,
65.0,NE,PE,2611606.0,RECIFE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,1ª Vara de Violência Doméstica e Familiar Contra a Mulher da Capital,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher, (81)3181-9452 / (81)3181-9456,vmulher.01.recife@tjpe.jus.br ,"Rua Dom Manoel Pereira, nº 170 ",Santo Amaro,50050-140,Maria Thereza Paes de Sá Machado.,"      (81)3423-5055
Fax:(81)3423-5055",ALTERADO - DADOS,JULHO,2014-07-18T00:00:00Z,2007-03-08T00:00:00Z,2007.0,"de segunda a sexta-feira, das 7h às 13h. ",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM, NA VARA TAMBÉM TRAMITAM PROCESSOS DE CRIMES CONTRA CRIANÇAS E ADOLESCENTES.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE, SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO  SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Ana Maria Quintela Castro
Chefe de secretaria.
",GERSILENE,2014-07-21T00:00:00Z,,,,,,,,,,,,,,,,,,,
66.0,NE,PE,2602902.0,CABO DE SANTO AGOSTINHO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara de Violência Doméstica e Familiar Contra a Mulher - Cabo de Santo Agostinho,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(81)3524-1245,vmulher.cabo@tjpe.jus.br,"Rua Doutor Manoel Clementino Cavalcanti, nº 96 ",Centro,54510-400,Hélia Viegas Silva ,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-18T00:00:00Z,2013-06-10T00:00:00Z,2013.0,De segunda sexta a feira das 9h às 18h,SIM,PRÓPRIOS,NÃO, SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO, SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO  SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO," Eronildo Paulo da silva/ Chefe de Secretaria.
",GERSILENE,2014-07-21T00:00:00Z,,,,,,,,,,,,,,,,,,,
67.0,NE,PI,2211001.0,TERESINA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher - 5ª Vara Criminal - Teresina  ,Vara Adaptada de Violência Doméstica Contra a Mulher,(86)3230-7800 - Ramais: 7948 e 7949  ,5vcriminal.mariadapenha@tjpi.jus.br,Rua Governador Tibério Nunes s/nº  Prédio Fórum Desembargador Joaquim Sousa Neto - Referência: Frente a Sede do Palácio da Justiça Centro Civico,Cabral ,64000-830,Doutor José Olindo Gil Barbosa,NÃO INFORMADO,ALTERADO - DADOS,SETEMBRO,2014-09-24T00:00:00Z,NÃO INFORMADO,2010.0,"de segunda a sexta-feira, das 7h às 14h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO ,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,SIM,SIM,COMPLEMENTO DA RESPOSTA 2.3 E 2.4 - Somente se for  violência doméstica e familiar,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO ,NÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO,SIM,2010.0,SIM,COMPLEMENTO DA RESPOSTA  8.2 - A partir de 2010 passou a ser Juizado de Violência Doméstica e Familiar Contra a Mulher- 5ª Vara Criminal - Teresina  ,LEVANTAMENTO REALIZADO COM SUCESSO,Contato mantido com Sra Ana Carolina Medeiros de Vasconcelos -   Analista Judicial e Diretora de Secretaria - Dia 24/09/2014   ,LÍGIA SILVA,2014-09-24T00:00:00Z,,,,,,,,,,,,,,,,,,,
68.0,SE,RJ,3304557.0,RIO DE JANEIRO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,1º Juizado de Violência Doméstica e Familiar Contra a Mulher - Rio de Janeiro,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,"(21)3133-3865, (21)3133-2293, (21)3133-3820 Fax:(21)3133-3820 ",cap01jvdfm@tjrj.jus.br ,"Avenida Erasmo Braga, 115 Lamina 2 Sala 1206  - Referência : dentro do  Fórum Central ",Centro,20020-903 ,Adriana Ramos de Melo,(21)3133-4012,CONFERIDO,SETEMBRO,2014-09-29T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"De segunda a sexta-feira, das 11h às 18h",SIM,PRÓPRIOS,SIM,A equipe é composto de funcionários Próprios e Terceirizado Ambos .,SIM,SIM,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,Atendiomento a crianças e adolescentes no âmbito da lei Maria da Penha ,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Obs. Questionário respondido via e-mail por Marília Correa Silva e Lívia Tavares Bezerra - Assistente Social e Secretária de Juiz, respectivamente.",Juliana ,2014-09-30T00:00:00Z,,,,,,,,,,,,,,,,,,,
69.0,SE,RJ,3304557.0,RIO DE JANEIRO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,2º Juizado de Violência Doméstica e Familiar - Campo Grande - Rio de Janeiro ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(21)3470-9731  (21)3470-9732  Fax:(21)3470-9731 ,cgr02jevdm@tjrj.jus.br ,"Rua Carlos da Silva Costa, nº 141, Bloco 3 - Referência: Fórum de Campo Grande ",Campo Grande,23052-220,Rafael Henriques da Costa ,"(21)3470-9730  (21)3470-9734 
(21)3470-9735",ALTERADO - DADOS,JULHO,2014-07-10T00:00:00Z,2007-06-21T00:00:00Z,2007.0,"De segunda a sexta-feira, das 11h às 18h",SIM,PRÓPRIOS,SIM,A equipe multidisciplinar é composta por servidores próprios e terceirizados.,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,SIM,SIM,Quando é verificado a necessidade de encaminhamento para outros orgãos o juizado realiza.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Elaine Braga da Silva de Almeida 
Técnico de atividade judiciária
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
70.0,SE,RJ,3304557.0,RIO DE JANEIRO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,6º Juizado de Violência Doméstica e Familiar contra a Mulher - Olaria - Rio de Janeiro,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(21)3626-4373/ (21)3626-4372/ (21)3626-4371,leo06jvdfm@tjrj.jus.br ,"Rua Filomena Nunes, nº 1071 - Bairro: Olaria - Referência: Fórum Regional da Leopoldina",Olaria,21021-380,Márcia Cristina Reis da Costa ,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-09T00:00:00Z,2012-03-28T00:00:00Z,2012.0,"De segunda a sexta-feira, das 11h às 18h",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Josefa Iraneide Calado Santa  
Substituta da Responsável 
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
71.0,SE,RJ,3305109.0,SÃO JOÃO DE MERITI,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar contra a Mulher - São João do Meriti ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(21)2786-9811/ (21)2786-9812/ Fax: (21)2786-9812,sjm01jeri@tjrj.jus.br,"Rua Defensor Público Zilmar Duboc Pinaud, s/nº, 4º Andar - Referência: Anexo ao Fórum ",Vilar dos Teles,25555-200 ,Manuel Tavares Cavalcante ,(21)2786-9814,CONFERIDO,JULHO,2014-07-09T00:00:00Z,NÃO INFORMADO,2006.0,"De segunda a sexta-feira, das 10h às 18h",NÃO,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Priscila Melo
Chefe de Serventia 
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
72.0,SE,RJ,3303500.0,NOVA IGUAÇU,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado da Violência Doméstica e Familiar contra a Mulher - Nova Iguaçu,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(21)2765-5138/ (21)2765-5139/ Fax: (21)2765-5138,nigjvdfm@tjrj.jus.br ,"Rua Coronel Bernardino de Melo, s/nº, 3º Andar - Anexo ao Fórum  ",Da Luz,26262-070 ,Octávio Chagas de Araújo Teixeira,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-09T00:00:00Z,2008-06-25T00:00:00Z,2008.0,"De segunda a sexta- feira, das 10h às 18h",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,SIM,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Eliane de Carvalho Rodrigues Monteiro da Silva 
Analista Judiciário
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
73.0,SE,RJ,3301900.0,ITABORAÍ,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado da Violência Doméstica e Familiar Contra a Mulher e Especial Adjunto Criminal - Itaborai ,Varas Adaptadas de Violência Doméstica e Familiar,"(21)3508-7035 
 Fax: (21)3508-7035  ",itbjecri@tjrj.jus.br ,"Avenida Prefeito Álvaro de Carvalho Junior, nº 732, Sala 119 - Referência: Fórum de Itaboraí",Nancilandia ,24800-000 ,José Belo de Souza,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-09T00:00:00Z,NÃO INFORMADO,2006.0,"De segunda a sexta-feira, das 10h às 18h",NÃO,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"José Belo de Souza
Técnico de Atividade de judiciário
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
74.0,SE,RJ,3301702.0,DUQUE DE CAXIAS,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado da Violência Doméstica e Familiar Contra a Mulher - Duque de Caxias ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,"(21)3661-9145 (21)3661-9149  
 Fax: (21)3661-9145 ",dcxjvdfm@tjrj.jus.br ,"Rua General Dionísio, nº 764, 3º Andar, Sala 309 - Referência: Prédio anexo ao Fórum ",25 de Agosto,25075-095 ,Antonio Alves Cardoso Junior ,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-10T00:00:00Z,NÃO INFORMADO,2009.0,"De segunda a sexta-feira, das 10h às 18h",SIM,PRÓPRIOS,SIM,A equipe multidisciplinar é composta por servidores próprios e terceirizados.,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,SIM,Se for necessário o juizado encaminha o agressor para outros orgãos.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Rosane Liberato
Chefe de Cartório
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
75.0,SE,RJ,3303302.0,NITERÓI,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher – Niterói ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(21)2716-4562 (21)2716-4564 (21)2716-4563 (21)2716-4565,nit01jvdfm@tjrj.jus.br ,"Rua Coronel Gomes Machado, s/nº, 9º Andar - Referência: Fórum de Niterói ",Centro,20020-069 ,Lavínia Borges ,(21) 2716-4565,ALTERADO - DADOS,JULHO,2014-07-11T00:00:00Z,2011-02-21T00:00:00Z,2011.0,"De segunda a sexta-feira, das 11h às 18h",SIM,PRÓPRIOS,SIM,A equipe multidisciplinar é composta por servidores próprios e terceirizados.,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Lavínia Borges
Chefe de Serventia 
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
76.0,SE,RJ,3304904.0,SÃO GONÇALO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar contra a Mulher - São Gonçalo ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(21)3715-8534 - (21)3715-8531  - Fax: (21)3715-8531,sgojvdfm@tjrj.jus.br ,Rua Osório da Costa s/n ,Colubandê,NÃO INFORMADO,Simone Guizam Da Silva Oliveira ,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-10T00:00:00Z,2009-12-16T00:00:00Z,2009.0," De segunda a sexta-feira, das 10h às 18h",SIM,PRÓPRIOS,SIM,A equipe multidisciplinar é composta por servidores próprios e terceirizados.,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Simone Guizam Da Silva Oliveira
Chefe de Serventia 
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
77.0,SE,RJ,3301009.0,CAMPOS DOS GOYTACAZES,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher e Especial Criminal - Campos dos Goytacazes ,Varas Adaptadas de Violência Doméstica e Familiar,"(22)2737-9755 (22)2737-9756
Fax: (22)2737-9755 (22)3737-9757",cam01jecri@tjrj.jus.br,"Avenida 15 de Novembro, nº 289 - Bairro: Centro - Referência: Fórum da Comarca de Campos dos Goytacazes",Centro,28035-100 ,Renata Azevedo de Siqueira Britto ,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-09T00:00:00Z,NÃO INFORMADO,2007.0,"De segunda a sexta-feira, das 10h às 18h",SIM,PRÓPRIOS,SIM,A equipe multidisciplinar é composta por servidores próprios e terceirizados.,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,SIM,Se for necessário o juizado encaminha o agressor para outros orgãos.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Cláudio Afonso Gomes Soares
Técnico da atividade do judiciário
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
