Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79,Column 80,Column 81,Column 82,Column 83,Column 84,Column 85,Column 86,Column 87,Column 88,Column 89,Column 90,Column 91,Column 92
11.0,N,AM,1302603.0,MANAUS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada em Crimes Contra a Mulher (DECCM) - Manaus ,(92)3236-7012 (92)3634-3879  - Fax: (92)3642-7676,NÃO INFORMADO,"Avenida Mário Ipyranga, nº 3395 - Referência: antiga Rua Recife  ",Parque 10 ,69050-040 ,Delegada Titular Kethleen Araújo Calmont Gama,(92)3642-7676 ,24h,ALTERADO - DADOS,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,Estupro independente de ser pela   Lei Maria da Penha e se o autor for maior de idade.  ,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO, SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, ADRIENE DELOPA LOPES/ INVESTIGADORA,GERSILENE,2014-08-19T00:00:00Z,,RARAMENTE,,,,,MT,
12.0,N,AM,1302405.0,LÁBREA,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,"Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e ao Idoso (DECCM) - Lábrea ",(97)3331-2329 (97)3331-2016 ,NÃO INFORMADO,"Rua 24 de Agosto, s/nº - Referência :  Mesmo prédio da Delegacia Interativa. ",Nossa Senhora de Fátima,69830-000 ,REIKA DA COSTA PINTO(DELEGADA),NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 12h e das 14h às 18h.E plantões 24h nos finais de semana,caso necessite. ",ALTERADO - DADOS,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,Menor de idade e idoso,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,NÃO,NÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO, SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, REIKA DA COSTA PINTO/ DELEGADA TITULAR,GERSILENE,2014-08-19T00:00:00Z,,NUNCA,,,,,MS,
13.0,N,AM,1303403.0,PARINTINS,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,"Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e ao Idoso (DECCM) - Parintins ",(92)3533-4325 (92)3533-4208   ,anadenapc@hotmail.com ,"Rua Irmã Cristine, s/nº - Referência: Prédio da 3ª Delegacia Regional ",Itaúna II,69870-000,Delegada Ana Denise de Sousa Machado,(92)3533-4208,"De segunda a sexta-feira, das 8h às 18h. Após às 18h e aos finais de semana regime de plantão na Delegacia Regional",CONFERIDO,AGOSTO,2014-08-12T00:00:00Z,NÃO INFORMADO,2002.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,Atendem também crimes contra crianças e idosos.  ,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,SIM,NÃO,NÃO,NÃO, SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Ana Denise de Sousa Machado - Delegada , GERSILENE,2014-08-19T00:00:00Z,,,,,,,MG,
14.0,N,AM,1304062.0,TABATINGA,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,"Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e ao Idoso (DECCM) - Tabatinga",(97)3412-4072  - Fax: (97)3412-4072  ,eleandrogranja@policiacivil.am.gov.br ,"Rua Manoel Tananta, nº 70 ",Santa Rosa ,69640-000 ,Delegada Fernanda Granja Cavalcante da Costa ,NÃO INFORMADO,De segunda a sexta das 08 as 12h e  das 14 ás 17hrs.Plantão de 24hrs nos finais de semana,ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM, Todos os tipos de crimes são investigados pela DECCM.,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,FREQUENTEMENTE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Crislainne Jussara Lopes Balieiro - Secretária da Delegada , GERSILENE,2014-08-19T00:00:00Z,,LEVANTAMENTO REALIZADO COM SUCESSO,,,,,PA,
15.0,N,AM,1303809.0,SÃO GABRIEL DA CACHOEIRA,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,"Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e o Idoso (DECCM) - São Gabriel da Cachoeira ",(97)3471-2757  - Fax: (97)3471-2757  /(97)3471-1190,dip.sgc@outlook.com  ,"Rua Quatro, nº 103 - Referência: funciona no mesmo endereço da Delegacia Interativa ",Dabaru,69750-000 ,NARYANNE MENDES TROVÃO (DELEGADA TITULAR), NÃO INFORMADO," De segunda a sexta-feira, das 8h às 12h e das 14h às 18h ",ALTERADO - DADOS,AGOSTO,2014-08-22T00:00:00Z,NÃO INFORMADO,2014.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,Atendem também menores de idade e idosos ,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO,SIM,SIM," A AGENTE INFORMOU QUE EXISTE SERVIÇO DE ABRIGAMENTO NA REGIÃO APENAS PARA CRIANÇAS,POR ISSO NÃO FAZEM ENCAMINHAMENTOS DE MULHERES PARA A CASA ABRIGO.",SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,FREQUENTEMENTE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, DILMA MARIA SOGAÇA BITENCOURT/ AGENTE DE POLÍCIA.,GERSILENE,2014-08-29T00:00:00Z,,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,,,,,PB,
16.0,N,AM,1301407.0,EIRUNEPÉ,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,"Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e ao Idoso (DECCM) - Eirunepé ",(97)3481-2152  - Fax: 3481-2152  ,47patriciasantos@gmail.com,"Estrada Xidá, s/nº - Referência: Prédio da Delegacia Interativa de Eirunepé",Nossa Senhora de Fátima,69880-000 , Patricia da Silva Santos , NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 12h e das 14h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,NÃO INFORMADO,2003.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,Crimes contra o idoso e menor vítima; crimes praticados por menores. ,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,NÃO,SIM,NÃO,NÃO, SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, PATRICIA DA SILVA SANTOS/ DELEGADA TITULAR.,GERSILENE,2014-08-19T00:00:00Z,,RECUSA DE INFORMAÇÃO,,,,,PR,
17.0,N,AM,1304203.0,TEFÉ,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada em Crimes Contra a Mulher (DECCM) - Tefé ,(97)3343-6859 (97)3343-6860 – Fax: (97)33434707 ,Daniloadv@yahoo.com.br,"Rua Estrada do Aeroporto, nº 1532 - Referência: Em frente à Igreja Assembléia de Deus, mesmo Prédio da Delegacia Regional ", SÃO JOSÉ,69470-000 , DANILO BACARIN SILVA, (92)9235-6339,Segunda á sexta feira das 08 ás 18hrs.,ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,Crimes contra o idoso e menor vítima; crimes praticados por menores. ,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, DANILO BACARIN SILVA/ DELEGADO TITULAR., GERSILENE,2014-08-19T00:00:00Z,,NÃO POSSUEM O NOME DO SERVIÇO,,,,,PE,
18.0,N,AM,1301209.0,COARI,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Coari ,(97)3561-3810 (97)3561-3815   - Fax: (97)3561-3810 ,ana.oliversilver@hotmail.com,"Estrada Coari - Itapeua, s/nº - Referência: Junto a Delegacia Interativa ",Itamarati,69460-000 ,Delegada Ana Maria Oliveira da Silva,(92)8137-4550 ," De segunda a sexta-feira, das 8h às 12h e das 14h às 17:30h. Após as 18h e aos finais de semana regime de plantão na Delegacia Interativa.  ",ALTERADO - DADOS,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,crimes contra o idoso e menor vítima; crimes praticados por menores. ,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO  ,SIM,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO  ,SEMPRE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, MARIO DA SILVA/ FUNCIONÁRIO ADMINISTRATIVO,GERSILENE,2014-08-19T00:00:00Z,,DESATIVAÇÃO,,,,,PI,
19.0,N,AM,1301704.0,HUMAITÁ,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,"Seção de Atendimento à Mulher - Delegacia Especializada da Mulher, do Menor e do Idoso (DEMMI)- Humaitá ",(97)3373-2028 Delegacia Regional -  Fax: (97)3373-2028,NÃO INFORMADO,"Rua Vila Lobos, nº 1100 - Referência : funciona no mesmo prédio da Delegacia Interativa",São José,69800-000,Delegado Osvaldo Amauri da Silva,(97) 8114-3774 ,"De segunda a sexta-feira, das 8h às 18h. Após às 18h e aos finais de semana e feriados regime de plantão na Delegacia interativa. ",ALTERADO - DADOS,AGOSTO,2014-08-19T00:00:00Z,NÃO INFORMADO,2009.0,SIM,NÃO,NÃO, SEM ESPECIFICAÇÃO,SIM,Idosos e menores,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO, SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,RARAMENTE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Osvaldo Amauri da Silva - Delegado ,GERSILENE,2014-08-27T00:00:00Z,,,,,,,RJ,
20.0,N,AM,1302504.0,MANACAPURU,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,POSTOS/NÚCLEOS/SECÇÕES DE ATENDIMENTO À MULHER NAS DELEGACIAS COMUNS,"Seção de Atendimento a Mulher - Delegacia Especializada em Crimes Contra a Mulher, Menor e o Idoso (DECCM) - Manacapuru ",(92)3361-2368 /(92)3361-3400 - Fax: (92)3361-2379 ,samara-amorim@hotmail.com,"Rua União, nº 3000",Aparecida ,69400-456,Samara Fernandes de Amorim  ,(92)9903-5553 9261-8724  9261-8727  ,DE SEGUDA Á SEXTA FEIRA DAS 8 AS 18HRS (ATENDIMENTO COM DELEGADOS) E FINAIS DE SEMANA COM PLANTÃO DE 24HRS(ATENDIMENTO COM AGENTES E ESCRIVÃOS),ALTERADO - DADOS,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,Atendem crianças e idosos. ,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,NÃO,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,SIM,NÃO,NÃO,NÃO, SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,SIM,"Na Região não tem Casa Abrigo, caso seja necessário encaminham a cidadã para Manaus. Encaminham para o CREAS.",SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Contato mantido com Delegada Samara Fernandes de Amorim    , GERSILENE,2014-08-19T00:00:00Z,,,,,,,RN,
21.0,NE,BA,2933307.0,VITÓRIA DA CONQUISTA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Vitória da Conquista  ,(77)3425-8349 (77)3425-4414,deamvc@gmail.com,"  Rua Humberto de Campos, nº 205 ",Jurema,45023-140,Decimária Cardoso Gonçalves,(77)3425-8349 (77)3425-4414,"de segunda a sexta-feira, das 8h às 12h e das 14h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-18T00:00:00Z,2002-08-12T00:00:00Z,2002.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Todos os crimes que envolva mulheres. ,SIM,SIM,SIM,NÃO INFORMADO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO  ,SIM,NÃO,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,SIM, SEM ESPECIFICAÇÃO,SIM, SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, DECIMÁRIA CARDOSO GONÇALVES/ DELEGADA TITULAR,Gersilene ,2014-08-29T00:00:00Z,,,,,,,RS,
22.0,NE,BA,2905701.0,CAMAÇARI,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,  Delegacia Especializada de Atendimento à Mulher (DEAM) - Camaçari  ,(71)3622-7834 (71)3622-7835(DELEGADA) (71)3622-3887(cartório),deamcamacari@hotmail.com ,"Rua Delegado Clayton Leão Chaves, s/ nº ",Centro ,42800-400, FLORISBELA RODRIGUES DA ROCHA(DELEGADA TITULAR),(71)3622-7835    , 24h.,ALTERADO - DADOS,SETEMBRO,2014-09-11T00:00:00Z,2006-06-27T00:00:00Z,2006.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,QUALQUER OUTRO TIPO DE CRIME CONTRA MULHER.,SIM,SIM,SIM,NÃO,NÃO,NÃO,SIM, A SENHORA MARIA FRANCISCA INFORMOU QUE A DEAM ATENDE IDOSAS E MENORES APENAS NO CASO DE SER VIOLÊNCIA DOMÉSTICA E FAMILIAR. ,SIM,NÃO,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,NÃO,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,MARIA FRANCISCA SANTOS GOMES/ ESCRIVÃ/CORDENADORA.,Gersilene ,2014-09-18T00:00:00Z,,,,,,,RO,
23.0,NE,BA,2925303.0,PORTO SEGURO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Porto Seguro  ,(73)3268-8613,deamportoseguroba@hotmail.com,"Rua Itagibá, nº 139 ",Centro ,45810-000,Vivianne Scofield Amaral – Delegada Titular ,(73) 3288-9262 ,"de segunda a sexta-feira, das 8h às 12h e das 14h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-14T00:00:00Z,NÃO INFORMADO,2008.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO  ,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Lígia Aparecida - Escrivã DOC
",Gersilene ,2014-08-14T00:00:00Z,,,,,,,RR,
